,,"Total","Automation","%",,,,,,,,,
,,15533,"High","TR69: Connection Requests Cannot Go Through In Bootinform Backoff Mode",6/26/2009,"In testing",7/27/2009,"20.9.13",,,,,
,,15563," ","Self Diagnostics ECR: Error code 3 (Gateway Down) does not show",6/29/2009,"Fixed",8/11/2009,"20.9.13",,,,,
,,15565," ","Self Diagnostics ECR: Error code 4 (DNS Down) does not show",6/29/2009,"Fixed",8/11/2009,"20.9.13",,,,,
,,15566," ","Public SSID should be 'WirelessHelp', currently 'Verizon FiOS Router'",6/29/2009,"Fixed",8/11/2009,"20.9.13",,,,,
,,15567," ","WirelessHelp SSID parameter is blank in Beacon",6/29/2009,"In testing",7/28/2009,"20.9.13",,,,,
,,15573,"High","Selfdiag - CWANIP for Schedule Mode and Corrective Action not running when no WAN IP",6/29/2009,"Fixed",7/28/2009,"20.9.13",,,,,
,,15574," ","In network (Home/office) Properties, selecting on STB for Broadband connection (coax and Ethernet) and Wireless 802.11g is invalid.",6/29/2009,"In testing",7/20/2009,"20.9.13",,,,,
,,15577," ","Selfdiag - passive notification not work well",6/29/2009,"Fixed",7/22/2009,"20.9.13",,,,,
,,15586," ","Self-Diag - incorrect testcase running for TLANIPCON",6/30/2009,"Fixed",7/24/2009,"20.9.13",,,,,
,,15588,"High","Selfdiag - no reboot when CLANIPCONSTB_PNG fail",6/30/2009,"Fixed",7/21/2009,"20.9.13",,,,,
,,15596," ","Selfdiag - question on TWANBW",6/30/2009,"In testing",8/11/2009,"20.9.13",,,,,
,,15607," ","Selfdiag - corrective action not run when set to immmediate mode",7/1/2009,"Fixed",7/21/2009,"20.9.13",,,,,
,,15612," ","Value Added Services XML - <service_type> only shows 'Ethernet'",7/1/2009,"Open",8/11/2009,"20.9.13",,,,,
,,15613," ","Value Added Services XML - <broadcast_ssid> data type is numeric, value is alpha",7/1/2009,"Open",8/11/2009,"20.9.13",,,,,
,,15614," ","Value Added Services XML - <channel> is 0 when set to Automatic",7/1/2009,"Open",8/11/2009,"20.9.13",,,,,
,,15617," ","Value Added Services XML - No <add_wlan_settings> node for Wireless Help Public SSID",7/1/2009,"Open",8/11/2009,"20.9.13",,,,,
,,15635," ","Connected more than 40 PC, BHR2 Crash.",7/3/2009,"Open",8/6/2009,"20.9.13",,,,,
,,,,,,,,"20.9.13",,,,,
,,14143,"Critical","Self-diag - CPE restore to default when EnableCorrectionFactoryReset is false",2/21/2009,"Fixed",7/28/2009,"20.9.14",,,,,
,,14521,"High","Defect ID 94 - Active Notification Not Set on External IP Address (major)",3/23/2009,"Open",7/27/2009,"20.9.14",,,,,
,,15514," ","Input Error Page (When Device's IP is in range of IP pool): Grammatical error",6/24/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15523,"Critical","Reboot will result in -- DUT keeps rebooting then restore to default",6/25/2009,"Fixed",7/20/2009,"20.9.14",,,,,
,,15553," ","IGMP-ACL Multicast Filtering issue",6/28/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15555," ","IGMP-Host Multicast Filtering issue",6/28/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15582," ","TR69 Active/Passive notification-Some parameters should not be able to set to Active",6/29/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15591," ","Port Configuration GUI Page Text Error",6/30/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15592," ","GUI: Speed & Duplex Format Doesn't Match",6/30/2009,"In testing",7/2/2009,"20.9.14",,,,,
,,15615," ","Value Added Services XML - <wireless_mode> is incorrect '802.1g'",7/1/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15616," ","Value Added Services XML - <wireless_mode> is incorrect '802.1b'",7/1/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15618," ","Value Added Services XML - MAC addresses format/capitalization",7/1/2009,"Fixed",7/2/2009,"20.9.14",,,,,
,,15636," ","Disable DHCP server,LAN clients will disappear from some drop-down boxes",7/3/2009,"Fixed",7/8/2009,"20.9.14",,,,,
,,15643," ","VLAN ingress function works abnormally",7/6/2009,"Open",7/7/2009,"20.9.14",,,,,
,,15657,"Low","Advanced Automation--different behaviors between telnet and http when there is no firewall on wan interface",7/7/2009,"Open",8/7/2009,"20.9.14",,,,,
,,15658," ","Advanced Automation--no service even after set Remote system host ip",7/7/2009,"In testing",7/27/2009,"20.9.14",,,,,
,,15659,"Critical","Happen kernel panic when set remote Administration ports to 65535 in system settings.",7/7/2009,"In testing",7/14/2009,"20.9.14",,,,,
,,15682," ","PRD item 20.10-R4.1 -- WPS LED should be off upon boot up",7/8/2009,"In testing",7/15/2009,"20.9.14",,,,,
,,15690," ","In IGMP proxy, Host Multicast Filtering displays different IP addres when change DHCP server to DHCP relay for vlan 1.",7/9/2009,"Open",7/27/2009,"20.9.14",,,,,
,,15691," ","My network-Device won't grey out if not active for 5 minutes",7/9/2009,"Fixed",7/30/2009,"20.9.14",,,,,
,,15694,"Low","Limited User can create a new user account",7/9/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15695,"Low","Limited User can access parental control features - edit/delete/add rules",7/9/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15696,"Low","Limited User can access QoS features - edit/delete/add rules",7/9/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15698,"Low","Limited User backdoor access to advanced features",7/9/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15700," ","LAN port configuration shows 10 Half-Duplex for disconnected Auto set",7/9/2009,"In testing",7/28/2009,"20.9.14",,,,,
,,15701," ","Multiple Coax PPPoE Authentication Failures Are Logged",7/9/2009,"In testing",7/13/2009,"20.9.14",,,,,
,,15710,"Low","Automation - Any Port forwarding, Port triggering, or DMZ host test will fail ~5% of the time",7/9/2009,"Open",7/27/2009,"20.9.14",,,,,
,,15740," ","After lan Ethenet and coax and wirless get rid of Network (Home/Office) Properties bridge, my network displays duplicate IP address and Mac address.",7/13/2009,"In testing",8/11/2009,"20.9.14",,,,,
,,15752,"Low","Limit User - Access to Advanced Wireless Options",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15753,"Low","Limit User - Network (Home/Office) useless Apply button",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15754,"Low","Limited User can create a new/advanced Connection",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15756,"Low","Limited User has access to Coax Link options",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15757,"Low","Limited User cannot change PPPoE settings",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15759,"Low","Limited User - Full Status, Reset Statistics button",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15761,"Low","Limited User - Traffic Monitoring, Reset Statistics button",7/14/2009,"Open",8/4/2009,"20.9.14",,,,,
,,15766," ","Coax Privacy Password Default should be 99999999988888888",7/14/2009,"In testing",7/15/2009,"20.9.14",,,,,
,,15803,"Low","Port forwarding Some applications will show duplicate Names",7/15/2009,"Open",8/6/2009,"20.9.14",,,,,
,,15813,"Low","VoD rtsp stream will stop after 50 seconds",7/16/2009,"Open",8/7/2009,"20.9.14",,,,,
,,,,,,,,,,,,,
,,13811,"Low","TR69-Not able to set InsecureOOBAccessEnabled",1/27/2009,"Open",8/5/2009,"20.9.15",,,,,
,,13812,"Low","TR069-AutoRateFallBackEnabled does not change value",1/27/2009,"Open",8/5/2009,"20.9.15",,,,,
,,13814,"Low","TR069-Not able to DeviceOperationMode,DistanceFromRoot , PeerBSSID and AuthenticationServiceMode",1/27/2009,"Open",8/5/2009,"20.9.15",,,,,
,,13884,"Low","TR069-Not able to set WANMoCAInterfaceConfig.{i}.MACAddressControlEnabled",2/2/2009,"Open",8/5/2009,"20.9.15",,,,,
,,15261," ","GUI-Port forwarding: Advanced only shows with Custom Ports",6/10/2009,"In testing",7/27/2009,"20.9.15",,,,,
,,15324,"High","TR69 BootStrap issue problem",6/12/2009,"Fixed",7/30/2009,"20.9.15",,,,,
,,15336," ","GUI-Port forwarding: Reset doesn't change Advanced back to basic",6/12/2009,"Fixed",7/23/2009,"20.9.15",,,,,
,,15551," ","In IGMP, Host IP Address of Host Multicast Filtering displays history PC list then They can't be cleared.",6/28/2009,"In testing",7/7/2009,"20.9.15",,,,,
,,15552," ","IGMP TR69-Lack of some parameters",6/28/2009,"Fixed",8/4/2009,"20.9.15",,,,,
,,15578," ","we can set an invalid value in Query Interval of IGMP Proxy.",6/29/2009,"Fixed",8/7/2009,"20.9.15",,,,,
,,15579," ","we can set an invalid value in Query response Interval of IGMP Proxy.",6/29/2009,"In testing",7/7/2009,"20.9.15",,,,,
,,15587," ","Wireless channel change pop-up not implemented",6/30/2009,"Fixed",7/29/2009,"20.9.15",,,,,
,,15594," ","Selfdiag - active notification not work well",6/30/2009,"Fixed",8/7/2009,"20.9.15",,,,,
,,15632," ","TR69 Active/Passive Notification-PortMappingLeaseDuration should not be active",7/2/2009,"Fixed",8/5/2009,"20.9.15",,,,,
,,15641," ","In the IGMP proxy , Normally Robustness (> 1).But This 'Robustness' accepts invalid value.",7/5/2009,"Fixed",8/7/2009,"20.9.15",,,,,
,,15653," ","Modifying wireless interface pop-up is not expected",7/6/2009,"Fixed",7/17/2009,"20.9.15",,,,,
,,15677," ","VLAN interface which underlying device is wireless can't be removed",7/7/2009,"Fixed",7/17/2009,"20.9.15",,,,,
,,15684," ","Kernel Panic - TR-069 - Set WANEthernetInterfaceConfig.MaxBitRate to 1000",7/8/2009,"In testing",7/13/2009,"20.9.15",,,,,
,,15843," ","Advanced Automation--not open the remote 80 port but use web to access the wan",7/19/2009,"Open",8/3/2009,"20.9.15",,,,,
,,15889," ","Automation - Static IP device loses connection to DUT after switching networks and then back",7/22/2009,"In testing",7/30/2009,"20.9.15",,,,,
,,15896,"Low","Automation - Clicking 'Reset' in Port Forwarding collapses side bar",7/23/2009,"Open",8/6/2009,"20.9.15",,,,,
,,15906," ","Selfdiag - TWIFI corrective action cause panic message",7/24/2009,"In testing",7/28/2009,"20.9.15",,,,,
,,15912," ","Advanced Automation-- DUT can't learning client arp;",7/27/2009,"Open",7/27/2009,"20.9.15",,,,,
,,15919,"High","When joining IGMP group streaming SD video (3.75 mbps) Video will not show on Client",7/27/2009,"Open",8/4/2009,"20.9.15",,,,,
,,15930," ","when dut wan is DHCP mode,only get primary dns server ip",7/28/2009,"Fixed",7/31/2009,"20.9.15",,,,,
,,15954,"Low","Limited Users - Save Config File is not supported per spec.",7/28/2009,"Open",8/10/2009,"20.9.15",,,,,
,,15957,"Low","Wireless-WEP Share mode will disappear after disable security",7/28/2009,"Open",8/6/2009,"20.9.15",,,,,
,,15961,"High","DUT could not downgrade firmware to 20.9.0 on GUI",7/29/2009,"In testing",7/29/2009,"20.9.15",,,,,
,,15976,"Low","TR69-Enable or disable br0 via Motive need to reboot to take effect",7/29/2009,"Open",8/7/2009,"20.9.15",,,,,
,,15977,"Low","TR69-Can't set MaxBitRate via Motive",7/29/2009,"Open",8/5/2009,"20.9.15",,,,,
,,15978," ","GUI-LAN port status always show 100 Mbps Full-Duplex regardless of actual status",7/29/2009,"Open",7/31/2009,"20.9.15",,,,,
,,15979,"Low","TR69-UseAllocatedWAN can't be set via Motive",7/29/2009,"Open",8/5/2009,"20.9.15",,,,,
,,15980,"Critical","Over night self diag test , click Firewall and Add Parental Contral , DUT crash",7/29/2009,"Fixed",8/5/2009,"20.9.15",,,,,
,,15981," ","Advanced Automation--can't add new entry in DNS Server",7/29/2009,"In testing",8/3/2009,"20.9.15",,,,,
,,15997,"Low","It occured invalid host mulicast after taked brige away.",7/30/2009,"Open",7/31/2009,"20.9.15",,,,,
,,15998,"Low","It occured invalid host in Parental Control after taked brige away.",7/30/2009,"Open",7/31/2009,"20.9.15",,,,,
,,15999,"Low","It occured invalid host in My network after taked brige away.",7/30/2009,"Open",7/31/2009,"20.9.15",,,,,
,,16000,"Low","In my network, the invaild STB were in the wireless access point properties when took out of bridge.",7/30/2009,"Open",7/31/2009,"20.9.15",,,,,
,,16001," ","When select Blocking ALL Internet Access rules,should grayed Website and Embedded keyword",7/30/2009,"Fixed",8/7/2009,"20.9.15",,,,,
,,16002,"Low","In my network, the invaild STB were in the ethernet properties when took out of bridge.",7/30/2009,"Open",7/31/2009,"20.9.15",,,,,
,,16003,"Low","In my network, the invaild STB were in the coax properties when took out of bridge.",7/30/2009,"Open",7/31/2009,"20.9.15",,,,,
,,16007," ","IGMP Call Trace console printouts show during 2 HD overnight test",7/30/2009,"In testing",7/30/2009,"20.9.15",,,,,
,,,,,,,,,,,,,
,,13524," ","Self-Diagnostic - incorrect result for TWANIPCON",12/8/2008,"Fixed",8/5/2009,"20.9.16",,,,,
,,13636," ","Self-Diagnostic - incorrect TWANTYPE",12/29/2008,"Fixed",8/5/2009,"20.9.16",,,,,
,,13818," ","Self-diag - SelfDiagState doesn't update after test finished",1/27/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,13866,"Low","Tr069-Problem with WANPPPConnection.{i}.AutoDisconnectTime, IdleDisconnectTime and WarnDisconnectDelay",1/30/2009,"Open",8/5/2009,"20.9.16",,,,,
,,13868,"Low","TR069-Not able to set WANPPPConnection.{i}.MACAddress and WANPPPConnection.{i}.MACAddressOverride",1/30/2009,"Open",8/5/2009,"20.9.16",,,,,
,,14077," ","Big image corrupt after TR69 operation",2/18/2009,"In testing",8/1/2009,"20.9.16",,,,,
,,14087," ","Self-daig - inconsistent number for wireless clients",2/18/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,14141," ","Wireless: '%' can be added to the SSID that causes board to reboot",2/20/2009,"In testing",7/30/2009,"20.9.16",,,,,
,,14171," ","(20.8.15)Self-diag - TLANIPCONSTB run incorrect test cases",2/23/2009,"Fixed",7/28/2009,"20.9.16",,,,,
,,14496," ","Self-Diagnostic - TLANIP can not work properly",3/20/2009,"Fixed",8/4/2009,"20.9.16",,,,,
,,15264,"High","Parent Control - PC is blocked to access any website after upgrade from 20.9.0",6/10/2009,"In testing",7/27/2009,"20.9.16",,,,,
,,15388,"Critical","Wireless HELP SSID should not be allow to access to GUI",6/16/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15389," ","Wireless Help SSID can still connect to AP after disable wireless",6/16/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15426,"Critical","ath1 is missing after upgrade from 20.9.0 to 20.9.11",6/19/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15427,"Critical","Kernel panic when restore to default after upgrade from 20.9.0 to 20.9.11",6/19/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15535," ","TR69: '1 Boot' Event Code Cannot Be Triggered",6/26/2009,"In testing",7/29/2009,"20.9.16",,,,,
,,15540,"Critical","Selfdiag - agent stopped running after disable WAN MoCA",6/26/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15541," ","Selfdiag - TLANDEV return incorrect value",6/26/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15561," ","Self Diagnostics ECR: Error code 1 (ONT Down) does not show",6/29/2009,"Fixed",8/7/2009,"20.9.16",,,,,
,,15562," ","Self Diagnostics ECR: Error code 2 (WAN IP Address) does not show",6/29/2009,"Fixed",8/7/2009,"20.9.16",,,,,
,,15604," ","Selfdiag - incorrect test case for TWANIPCON",7/1/2009,"Fixed",7/28/2009,"20.9.16",,,,,
,,15676," ","Selfdiag - TWANPNG return incorrect",7/7/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15692," ","Main-Static clients can't show PC name",7/9/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15826,"Critical","HURL Page/DNS Issue - All browser traffic brings up the BHR2 GUI unless IP address is used instead of hostname",7/17/2009,"Fixed",7/31/2009,"20.9.16",,,,,
,,15828,"High","TR69 - GPV root return 9002",7/17/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15841," ","TR69-When Get WANDevice Value,ACS will return 9002",7/19/2009,"Fixed",8/4/2009,"20.9.16",,,,,
,,15845," ","My Network Automation--LAN DNS Server",7/19/2009,"In testing",7/30/2009,"20.9.16",,,,,
,,15857,"High","Selfdiag - kernel panic when corrective action restore DUT to default",7/20/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15860," ","Selfdiag- no FRESET log when corrective action restore DUT to default",7/20/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15866," ","Selfdiag - TBHR cause corrective action REBOOT when it's normal",7/21/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15900,"High","WAN/LAN coax Connection Stats shows incorrect status",7/23/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15901," ","Advanced Automation--invalid characters can be set in Start Hour and Minute in Advanced-Date and Time",7/23/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15903," ","Automation - Advanced no port showing under port configuration",7/24/2009,"Fixed",8/5/2009,"20.9.16",,,,,
,,15904," ","LAN coax LED flashing when link rate up from 106Mbps to 215Mbps",7/24/2009,"In testing",7/27/2009,"20.9.16",,,,,
,,15905,"Critical","TR69 - disable LAN MoCA, br0 disabled",7/24/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15908,"Low","Input Errors when click PC icon under My Network",7/26/2009,"Open",8/11/2009,"20.9.16",,,,,
,,15915," ","WAN Ethernet can't be showed on Network Connections Basic page while DUT can't get WAN IP",7/27/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15916," ","Wireless Hidden AP should be hidden in GUI",7/27/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15917,"Critical","WAN Ethernet LED always show 10M though it should be 100M",7/27/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15918," ","Missing WAN Ethernet Port Status (Rev E)",7/27/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15920,"High","WAN Connections and Bridge have 'Multicast - IGMP Proxy Default' check box",7/27/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15923,"High","CLI command cwmp session stop and cwmp session start would cause kernel panic",7/27/2009,"Fixed",8/4/2009,"20.9.16",,,,,
,,15926," ","Too many Coax debug information in consolo",7/27/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15927,"Critical","TR69-Miss all LAN Coax parameters",7/27/2009,"Fixed",8/4/2009,"20.9.16",,,,,
,,15938," ","My Network: Broadband Connection (Ethernet) has been renamed to WAN Ethernet",7/28/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15946," ","Selfdiag - default SDERA value missing under certain condition",7/28/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15959," ","When Coax Conneted,GUI can not show its TX and RX",7/29/2009,"Fixed",7/30/2009,"20.9.16",,,,,
,,15962," ","My Network: LAN Coax Stats are incorrect",7/29/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15972," ","IGMP DHCP Clients (Including STBs) will take 30 seconds to show on Host Filtering List",7/29/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15982,"High","Firewall show so many same rules on wireless help interface",7/29/2009,"Fixed",8/4/2009,"20.9.16",,,,,
,,15992," ","BHR2 motive data model does not update following PRD",7/29/2009,"Fixed",8/6/2009,"20.9.16",,,,,
,,15994,"Critical","Firewall Automation--continual kernel panic by using about 30 rules in SNAT table",7/30/2009,"In testing",8/3/2009,"20.9.16",,,,,
,,16015,"Low","On main page,click Shop Actiontec icon can't open this website successfully.",7/30/2009,"Open",8/10/2009,"20.9.16",,,,,
,,16016," ","Unable to configure 'Website Blocking' at My Network Device",7/30/2009,"Open",7/31/2009,"20.9.16",,,,,
,,16020," ","Testing igmp for two vlc clients in wireless, kernel panic occured.",7/30/2009,"In testing",8/11/2009,"20.9.16",,,,,
,,16022," ","Modify wan Port configuration is no effect.",7/30/2009,"Open",7/31/2009,"20.9.16",,,,,
,,16024," ","My Network show the same IP and MAC address.",7/31/2009,"Fixed",8/7/2009,"20.9.16",,,,,
,,16027," ","Advanced Automation--Port configuration issues",7/31/2009,"Open",8/6/2009,"20.9.16",,,,,
,,16030," ","Can set parental control rules on print server.",7/31/2009,"Open",8/10/2009,"20.9.16",,,,,
,,16036," ","Wireless light is off at factory default settings even though a wireless client is connected",7/31/2009,"Open",7/31/2009,"20.9.16",,,,,
,,16038," ","HURL Pages are not shown to users accessing HTTPS websites, when the internet service is down.",7/31/2009,"Open",8/4/2009,"20.9.16",,,,,
